time,open,high,low,close,volume,Dividends,Stock Splits,rsi,macd,bollinger_hband,bollinger_lband,atr,target,close_lag_1,close_lag_2,close_lag_3,close_lag_4,close_lag_5
2024-07-31,413.9937725831716,415.2539664560443,405.8320320070505,411.8770446777344,42891400,0.0,0.0,30.459041743316845,-8.325850637167946,468.6453898608567,405.75768325926043,8.879900124339501,410.6562194824219,416.37628173828125,420.1274108886719,418.68994140625,411.9263000488281,422.2637939453125
2024-08-01,414.27930323794226,420.8460843318748,406.69843005351635,410.6562194824219,30296400,0.0,0.0,29.819177924063183,-8.888543702693767,467.56571412410176,402.5389153924998,9.256168278198,402.1695556640625,411.8770446777344,416.37628173828125,420.1274108886719,418.68994140625,411.9263000488281
2024-08-02,406.10766494731143,408.57883813707474,398.08377329176966,402.1695556640625,29437900,0.0,0.0,25.766880127464944,-9.905104970850232,465.4882882634538,398.8007376154525,9.493045271944728,389.0359802246094,410.6562194824219,411.8770446777344,416.37628173828125,420.1274108886719,418.68994140625
2024-08-05,383.1485258419234,394.8348607957488,379.61404618021845,389.0359802246094,40709200,0.0,0.0,21.008747833059118,-11.636370045392368,464.5611169331319,392.7289007670634,10.426078429937537,393.427001953125,402.1695556640625,410.6562194824219,411.8770446777344,416.37628173828125,420.1274108886719
2024-08-06,393.8109820824443,399.3932659734361,392.33419089963513,393.427001953125,24946500,0.0,0.0,25.933281131439358,-12.509885164819991,462.9785523010083,388.4111937927417,10.42116466700105,392.2652587890625,389.0359802246094,402.1695556640625,410.6562194824219,411.8770446777344,416.37628173828125
2024-08-07,402.3173055349637,403.7349973998657,391.32012086399686,392.2652587890625,20650900,0.0,0.0,25.480669062450318,-13.14437498184867,459.0533736689766,385.6593063847344,10.563572657634461,396.4593505859375,393.427001953125,389.0359802246094,402.1695556640625,410.6562194824219,411.8770446777344
2024-08-08,396.2132187300544,399.58028569311574,393.7519001712231,396.4593505859375,20203000,0.0,0.0,30.21586394751536,-13.15711751587429,456.21697177284614,383.3751821578179,10.331533675235804,399.73779296875,392.2652587890625,393.427001953125,389.0359802246094,402.1695556640625,410.6562194824219
2024-08-09,397.77859311198716,401.73638233312255,396.03599047899144,399.73779296875,19276700,0.0,0.0,33.75917245898394,-12.755634154264044,452.6995706020342,382.213121658708,10.000737830871183,400.5155944824219,396.4593505859375,392.2652587890625,393.427001953125,389.0359802246094,402.1695556640625
2024-08-12,400.76172633567404,402.43543495594565,397.98535182009545,400.5155944824219,16762900,0.0,0.0,34.607504912494775,-12.233671466393105,448.3636809369374,381.90696725642204,9.604262495512542,407.60418701171875,399.73779296875,396.4593505859375,392.2652587890625,393.427001953125,389.0359802246094
2024-08-13,403.2525628062739,408.5296451452922,403.23288307516907,407.60418701171875,19414300,0.0,0.0,41.90919863183798,-11.11983951240336,444.25427734500744,382.52031677120345,9.490675936038096,410.4100646972656,400.5155944824219,399.73779296875,396.4593505859375,392.2652587890625,393.427001953125
2024-08-14,408.3819407203729,411.25677385836923,406.0683254390975,410.4100646972656,18267000,0.0,0.0,44.54857788119616,-9.896626633223548,441.04651660087666,383.1033308112327,9.183373970554783,415.2626953125,407.60418701171875,400.5155944824219,399.73779296875,396.4593505859375,392.2652587890625
2024-08-15,414.0495331175792,415.34158622213624,411.9388626649199,415.2626953125,20752100,0.75,0.0,48.8749269184455,-8.438382457913349,438.46864314704953,383.851840251388,8.879670224434486,412.7377624511719,410.4100646972656,407.60418701171875,400.5155944824219,399.73779296875,396.4593505859375
2024-08-16,414.83859034033384,415.5684441235936,411.5837759699612,412.7377624511719,22775600,0.0,0.0,46.82768647915509,-7.401138703141896,436.154891742401,384.40468772537247,8.530027219377194,415.755859375,415.2626953125,410.4100646972656,407.60418701171875,400.5155944824219,399.73779296875
2024-08-19,413.22105614207504,415.9728470077707,410.75530126947416,415.755859375,15234000,0.0,0.0,49.54806055699988,-6.263380010145056,432.4621270083899,386.0643866634851,8.293421399300007,418.9810791015625,412.7377624511719,415.2626953125,410.4100646972656,407.60418701171875,400.5155944824219
2024-08-20,415.92356696995296,420.0265568174448,415.8643912576991,418.9810791015625,16387600,0.0,0.0,52.353402297336544,-5.043313591459935,428.02914776927287,388.5987697111959,8.006083973810352,418.3301086425781,415.755859375,412.7377624511719,415.2626953125,410.4100646972656,407.60418701171875
2024-08-21,418.27090283610073,420.55913050260955,415.943244764668,418.3301086425781,16067300,0.0,0.0,51.72819805742343,-4.081876706409503,427.3443130139259,388.8902359362694,7.763926956962579,409.8577575683594,418.9810791015625,415.755859375,412.7377624511719,415.2626953125,410.4100646972656
2024-08-22,418.54707521874735,420.94381179948715,408.9306313403218,409.8577575683594,19361900,0.0,0.0,44.31135073434704,-3.957954141918435,427.1799722439411,388.84772245820733,8.06744506426278,411.080810546875,418.3301086425781,418.9810791015625,415.755859375,412.7377624511719,415.2626953125
2024-08-23,411.26821033098173,413.51697764071497,406.4451792024677,411.080810546875,18493800,0.0,0.0,45.5256071227482,-3.718193443339601,426.230347830116,389.0364337860949,7.996327448118812,407.82598876953125,409.8577575683594,418.3301086425781,418.9810791015625,415.755859375,412.7377624511719
2024-08-26,410.6665432369522,411.56408163461276,405.7054455704439,407.82598876953125,13152800,0.0,0.0,42.848034581766214,-3.7476180697871655,424.71354142602644,389.3230979782705,7.843635206408103,408.1711730957031,411.080810546875,409.8577575683594,418.3301086425781,418.9810791015625,415.755859375
2024-08-27,407.2045864016282,408.6840392458711,404.6303529004273,408.1711730957031,13492900,0.0,0.0,43.229379251215576,-3.7004275822120576,423.7894250215521,389.426703518487,7.572924573482081,404.9755554199219,407.82598876953125,411.080810546875,409.8577575683594,418.3301086425781,418.9810791015625
2024-08-28,409.19692623598894,409.315277644923,401.73061382710534,404.9755554199219,14882700,0.0,0.0,40.53298420796687,-3.876205931242964,423.2836665814613,389.2423130327965,7.573763090934624,407.4610595703125,408.1711730957031,407.82598876953125,411.080810546875,409.8577575683594,418.3301086425781
2024-08-29,409.2561363555491,416.26872882049446,404.975589475056,407.4610595703125,17045200,0.0,0.0,43.48560688122692,-3.7714768886435763,423.0156038575486,389.1908597654982,7.8394352559087634,411.42596435546875,404.9755554199219,408.1711730957031,407.82598876953125,411.080810546875,409.8577575683594
2024-08-30,409.9070510926303,411.7711459201445,406.48458250077,411.42596435546875,24308300,0.0,0.0,47.92726518758276,-3.3301557255273337,423.52904290059826,389.60306159158927,7.6570872675848864,403.8314514160156,407.4610595703125,404.9755554199219,408.1711730957031,407.82598876953125,411.080810546875
2024-09-03,412.18542969380115,414.1284456363182,401.45446023053216,403.8314514160156,20313600,0.0,0.0,41.24121839389061,-3.5522708809279493,422.325443496915,392.28620811441317,8.015437134599255,403.2988586425781,411.42596435546875,407.4610595703125,404.9755554199219,408.1711730957031,407.82598876953125
2024-09-04,400.3498254636215,405.6068015782242,398.830912042889,403.2988586425781,15135800,0.0,0.0,40.81124005158886,-3.7282970400951854,421.5580954264274,394.040741853846,7.9268980203661075,402.79583740234375,403.8314514160156,411.42596435546875,407.4610595703125,404.9755554199219,408.1711730957031
2024-09-05,402.0363656944642,407.44131080829675,400.56678553175374,402.79583740234375,14195500,0.0,0.0,40.38299792389071,-3.863848608007345,420.3649424057197,396.28695273588187,7.851728538664458,396.19744873046875,403.2988586425781,403.8314514160156,411.42596435546875,407.4610595703125,404.9755554199219
2024-09-06,403.45661559720963,405.0248318616353,395.30975302270036,396.19744873046875,19609500,0.0,0.0,35.16967940446989,-4.452384703609368,420.4039063085725,396.2217986474822,7.984824988683776,400.16241455078125,402.79583740234375,403.2988586425781,403.8314514160156,411.42596435546875,407.4610595703125
